date,LT1,PT1
2022-08-23 10:00:00,54.90,4152.72
2022-08-23 09:00:00,56.53,3911.60
2022-08-23 08:00:00,58.08,3897.31
2022-08-23 07:00:00,59.24,3928.07
2022-08-23 06:00:00,61.03,3740.45
2022-08-23 05:00:00,63.08,3632.97
2022-08-23 04:00:00,64.01,3667.25
2022-08-23 03:00:00,64.77,3702.59
2022-08-23 02:00:00,66.59,3636.77
2022-08-23 01:00:00,67.66,3646.99
2022-08-23 00:00:00,70.13,4208.71
2022-08-22 23:00:00,70.70,4153.55
2022-08-22 22:00:00,71.64,3761.45
2022-08-22 21:00:00,72.26,3875.91
2022-08-22 20:00:00,73.48,3840.44
2022-08-22 19:00:00,75.18,3823.63
2022-08-22 18:00:00,77.52,4105.52
2022-08-22 17:00:00,80.89,4498.47
2022-08-22 16:00:00,79.34,3952.53
2022-08-22 15:00:00,51.53,3942.66
2022-08-22 14:00:00,33.94,4992.53
2022-08-22 13:00:00,35.76,4819.48
2022-08-22 12:00:00,37.98,4708.73
2022-08-22 11:00:00,40.14,4500.64
2022-08-22 10:00:00,42.43,4341.46
2022-08-22 09:00:00,43.42,4162.65
2022-08-22 08:00:00,43.59,4125.30
2022-08-22 07:00:00,44.43,4048.54
2022-08-22 06:00:00,45.90,3994.34
2022-08-22 05:00:00,48.71,3885.59
2022-08-22 04:00:00,49.97,3756.28
2022-08-22 03:00:00,52.34,3680.43
2022-08-22 02:00:00,53.08,3686.03
2022-08-22 01:00:00,53.92,3753.94
2022-08-22 00:00:00,55.34,3897.01
2022-08-21 23:00:00,56.49,4031.93
2022-08-21 22:00:00,57.71,4216.08
2022-08-21 21:00:00,57.70,4209.71
2022-08-21 20:00:00,57.68,4203.19
2022-08-21 19:00:00,57.63,4197.14
2022-08-21 18:00:00,57.58,4189.58
2022-08-21 17:00:00,57.54,4182.58
2022-08-21 16:00:00,57.48,4175.23
2022-08-21 15:00:00,57.45,4166.59
2022-08-21 14:00:00,57.46,4161.10
2022-08-21 13:00:00,57.49,4155.34
2022-08-21 12:00:00,57.48,4150.23
2022-08-21 11:00:00,57.56,4144.97
2022-08-21 10:00:00,57.31,4136.98
2022-08-21 09:00:00,57.35,4133.68
2022-08-21 08:00:00,57.34,4127.20
2022-08-21 07:00:00,57.74,4112.00
2022-08-21 06:00:00,58.09,4113.33
2022-08-21 05:00:00,58.21,4124.45
2022-08-21 04:00:00,58.50,4179.15
2022-08-21 03:00:00,59.04,4118.58
2022-08-21 02:00:00,59.04,4100.59
2022-08-21 01:00:00,59.03,4092.08
2022-08-21 00:00:00,59.03,4083.42
2022-08-20 23:00:00,59.01,4074.67
2022-08-20 22:00:00,59.05,4080.87
2022-08-20 21:00:00,59.02,4074.75
2022-08-20 20:00:00,58.95,4066.52
2022-08-20 19:00:00,58.91,4058.34
2022-08-20 18:00:00,58.85,4049.47
2022-08-20 17:00:00,58.89,4045.81
2022-08-20 16:00:00,58.93,4050.34
2022-08-20 15:00:00,59.17,4086.98
2022-08-20 14:00:00,59.23,4099.92
2022-08-20 13:00:00,59.25,4091.33
2022-08-20 12:00:00,58.75,3991.12
2022-08-20 11:00:00,39.03,3912.67
2022-08-20 10:00:00,34.35,3984.96
2022-08-20 09:00:00,34.87,3883.88
2022-08-20 08:00:00,34.98,3792.46
2022-08-20 07:00:00,36.27,3728.55
2022-08-20 06:00:00,36.76,3681.85
2022-08-20 05:00:00,39.04,3600.12
2022-08-20 04:00:00,40.61,3748.81
2022-08-20 03:00:00,41.37,3893.23
2022-08-20 02:00:00,42.37,4047.27
2022-08-20 01:00:00,43.61,3886.43
2022-08-20 00:00:00,45.69,3604.01
2022-08-19 23:00:00,47.49,3663.07
2022-08-19 22:00:00,47.73,3612.93
2022-08-19 21:00:00,49.19,3640.01
2022-08-19 20:00:00,51.10,3703.98
2022-08-19 19:00:00,52.75,3849.30
2022-08-19 18:00:00,54.00,3997.00
2022-08-19 17:00:00,55.14,3890.64
2022-08-19 16:00:00,56.52,3804.84
2022-08-19 15:00:00,35.36,3908.25
2022-08-19 14:00:00,19.41,4768.35
2022-08-19 13:00:00,21.86,4614.69
2022-08-19 12:00:00,23.70,4332.66
2022-08-19 11:00:00,25.62,4209.56
2022-08-19 10:00:00,26.34,4125.11
2022-08-19 09:00:00,26.94,4060.62
2022-08-19 08:00:00,30.65,3979.04
2022-08-19 07:00:00,32.85,3873.75
2022-08-19 06:00:00,34.97,3890.30
2022-08-19 05:00:00,38.55,3824.64
2022-08-19 04:00:00,41.86,3946.12
2022-08-19 03:00:00,42.67,3592.45
2022-08-19 02:00:00,43.05,3642.33
2022-08-19 01:00:00,44.34,3719.12
2022-08-19 00:00:00,44.75,3780.48
2022-08-18 23:00:00,45.48,3841.86
2022-08-18 22:00:00,46.61,3957.03
2022-08-18 21:00:00,48.94,4041.60
2022-08-18 20:00:00,51.39,3661.21
2022-08-18 19:00:00,53.20,3868.33
2022-08-18 18:00:00,54.82,4049.79
2022-08-18 17:00:00,56.24,4064.86
2022-08-18 16:00:00,59.45,3680.37
2022-08-18 15:00:00,60.37,3776.83
2022-08-18 14:00:00,62.40,3884.76
2022-08-18 13:00:00,64.10,3936.83
2022-08-18 12:00:00,57.49,3669.51
2022-08-18 11:00:00,25.75,4042.53
2022-08-18 10:00:00,12.44,5129.18
2022-08-18 09:00:00,15.26,4802.79
2022-08-18 08:00:00,17.14,4623.83
2022-08-18 07:00:00,19.14,4446.19
2022-08-18 06:00:00,21.34,4277.00
2022-08-18 05:00:00,24.96,4026.59
2022-08-18 04:00:00,27.89,3858.00
2022-08-18 03:00:00,28.84,3758.81
2022-08-18 02:00:00,31.18,3681.94
2022-08-18 01:00:00,31.96,3658.02
2022-08-18 00:00:00,33.10,3612.02
2022-08-17 23:00:00,34.32,3801.54
2022-08-17 22:00:00,36.00,3918.84
2022-08-17 21:00:00,38.87,3593.58
2022-08-17 20:00:00,42.53,3800.49
2022-08-17 19:00:00,46.37,3781.48
2022-08-17 18:00:00,36.60,3808.26
2022-08-17 17:00:00,33.10,3844.31
2022-08-17 16:00:00,37.52,4120.38
2022-08-17 15:00:00,42.25,3754.91
2022-08-17 14:00:00,45.95,3955.61
2022-08-17 13:00:00,48.58,4034.85
2022-08-17 12:00:00,51.24,4258.76
2022-08-17 11:00:00,51.61,4273.04
2022-08-17 10:00:00,51.74,4281.52
2022-08-17 09:00:00,52.24,4334.71
2022-08-17 08:00:00,52.48,4366.69
2022-08-17 07:00:00,52.57,4370.18
2022-08-17 06:00:00,52.65,4378.41
2022-08-17 05:00:00,52.72,4379.16
2022-08-17 04:00:00,52.92,4405.79
2022-08-17 03:00:00,52.93,4407.99
2022-08-17 02:00:00,52.95,4401.71
2022-08-17 01:00:00,53.06,4406.51
2022-08-17 00:00:00,53.15,4410.03
2022-08-16 23:00:00,53.17,4404.31
2022-08-16 22:00:00,53.12,4399.81
2022-08-16 21:00:00,53.10,4394.83
2022-08-16 20:00:00,53.05,4390.65
2022-08-16 19:00:00,53.07,4401.57
2022-08-16 18:00:00,53.14,4413.75
2022-08-16 17:00:00,53.19,4424.99
2022-08-16 16:00:00,53.60,4451.04
2022-08-16 15:00:00,55.41,4548.58
2022-08-16 14:00:00,57.86,4024.49
2022-08-16 13:00:00,60.22,3651.46
2022-08-16 12:00:00,63.66,3664.28
2022-08-16 11:00:00,67.29,3768.43
2022-08-16 10:00:00,50.10,3854.85
2022-08-16 09:00:00,16.77,5096.35
2022-08-16 08:00:00,11.41,6019.03
2022-08-16 07:00:00,14.76,5947.59
2022-08-16 06:00:00,17.68,5817.02
2022-08-16 05:00:00,20.79,5765.18
2022-08-16 04:00:00,24.07,5720.50
2022-08-16 03:00:00,27.36,5704.03
2022-08-16 02:00:00,30.70,5678.60
2022-08-16 01:00:00,33.12,5584.05
2022-08-16 00:00:00,36.21,5524.69
2022-08-15 23:00:00,38.37,5453.46
2022-08-15 22:00:00,40.33,5356.91
2022-08-15 21:00:00,40.91,5281.97
2022-08-15 20:00:00,40.88,5273.82
2022-08-15 19:00:00,40.86,5266.68
2022-08-15 18:00:00,40.78,5259.63
2022-08-15 17:00:00,40.75,5251.76
2022-08-15 16:00:00,40.74,5240.28
2022-08-15 15:00:00,40.74,5228.28
2022-08-15 14:00:00,40.74,5211.09
2022-08-15 13:00:00,40.77,5184.23
2022-08-15 12:00:00,40.80,5168.53
2022-08-15 11:00:00,41.15,5128.78
2022-08-15 10:00:00,41.04,5086.87
2022-08-15 09:00:00,41.04,5076.45
2022-08-15 08:00:00,41.38,5062.45
2022-08-15 07:00:00,41.47,5052.62
2022-08-15 06:00:00,41.58,5042.17
2022-08-15 05:00:00,41.57,5033.30
2022-08-15 04:00:00,41.56,5024.73
2022-08-15 03:00:00,41.56,5015.80
2022-08-15 02:00:00,41.56,5006.55
2022-08-15 01:00:00,41.55,4996.73
2022-08-15 00:00:00,41.55,4988.26
2022-08-14 23:00:00,41.54,4978.44
2022-08-14 22:00:00,41.52,4970.04
2022-08-14 21:00:00,41.49,4961.57
2022-08-14 20:00:00,41.47,4953.28
2022-08-14 19:00:00,41.42,4946.72
2022-08-14 18:00:00,41.40,4938.58
2022-08-14 17:00:00,41.38,4930.10
2022-08-14 16:00:00,41.33,4921.59
2022-08-14 15:00:00,41.30,4912.97
2022-08-14 14:00:00,41.31,4905.26
2022-08-14 13:00:00,41.35,4896.59
2022-08-14 12:00:00,41.37,4888.40
2022-08-14 11:00:00,41.35,4878.87
2022-08-14 10:00:00,41.31,4869.29
2022-08-14 09:00:00,41.32,4858.33
2022-08-14 08:00:00,41.21,4848.58
2022-08-14 07:00:00,41.48,4831.44
2022-08-14 06:00:00,41.76,4812.16
2022-08-14 05:00:00,41.84,4792.07
2022-08-14 04:00:00,41.82,4780.87
2022-08-14 03:00:00,41.80,4767.58
2022-08-14 02:00:00,41.90,4734.99
2022-08-14 01:00:00,42.17,4666.43
2022-08-14 00:00:00,42.16,4657.01
2022-08-13 23:00:00,42.16,4645.08
2022-08-13 22:00:00,42.24,4629.21
2022-08-13 21:00:00,42.20,4618.10
2022-08-13 20:00:00,42.17,4604.57
2022-08-13 19:00:00,42.31,4566.22
2022-08-13 18:00:00,42.73,4499.33
2022-08-13 17:00:00,42.72,4483.78
2022-08-13 16:00:00,42.73,4431.92
2022-08-13 15:00:00,42.77,4380.46
2022-08-13 14:00:00,42.77,4356.45
2022-08-13 13:00:00,43.04,4286.47
2022-08-13 12:00:00,43.08,4272.18
2022-08-13 11:00:00,43.11,4254.06
2022-08-13 10:00:00,43.06,4240.11
2022-08-13 09:00:00,43.35,4186.73
2022-08-13 08:00:00,43.59,4152.62
2022-08-13 07:00:00,44.75,4098.00
2022-08-13 06:00:00,47.32,4015.26
2022-08-13 05:00:00,48.83,3939.72
2022-08-13 04:00:00,50.88,3869.35
2022-08-13 03:00:00,52.23,3793.09
2022-08-13 02:00:00,52.90,3821.77
2022-08-13 01:00:00,54.90,3748.41
2022-08-13 00:00:00,56.22,3592.70
2022-08-12 23:00:00,56.69,3612.13
2022-08-12 22:00:00,57.99,3801.19
2022-08-12 21:00:00,59.97,3750.10
2022-08-12 20:00:00,62.27,3708.94
2022-08-12 19:00:00,64.19,3890.90
2022-08-12 18:00:00,66.37,3739.28
2022-08-12 17:00:00,69.42,3726.29
2022-08-12 16:00:00,71.55,3803.40
2022-08-12 15:00:00,74.37,4154.49
2022-08-12 14:00:00,76.81,5034.19
2022-08-12 13:00:00,78.50,4018.06
2022-08-12 12:00:00,80.48,3728.17
2022-08-12 11:00:00,69.13,3608.39
2022-08-12 10:00:00,43.69,4047.60
2022-08-12 09:00:00,44.02,4093.60
2022-08-12 08:00:00,46.32,3988.10
2022-08-12 07:00:00,48.07,3888.20
2022-08-12 06:00:00,50.37,3798.75
2022-08-12 05:00:00,52.75,3751.84
2022-08-12 04:00:00,54.73,3820.12
2022-08-12 03:00:00,56.14,3842.03
2022-08-12 02:00:00,58.15,3793.44
2022-08-12 01:00:00,58.77,3827.56
2022-08-12 00:00:00,59.53,3556.17
2022-08-11 23:00:00,60.17,3629.55
2022-08-11 22:00:00,61.19,3803.72
2022-08-11 21:00:00,62.77,3673.77
2022-08-11 20:00:00,64.06,3799.97
2022-08-11 19:00:00,65.03,3890.62
2022-08-11 18:00:00,67.66,3830.38
2022-08-11 17:00:00,69.47,3696.16
2022-08-11 16:00:00,70.62,3980.81
2022-08-11 15:00:00,72.41,3945.41
2022-08-11 14:00:00,73.47,3643.11
2022-08-11 13:00:00,73.89,3725.79
2022-08-11 12:00:00,74.95,3969.33
2022-08-11 11:00:00,76.94,4229.26
2022-08-11 10:00:00,79.66,3776.32
2022-08-11 09:00:00,81.99,3799.47
2022-08-11 08:00:00,71.36,3500.20
2022-08-11 07:00:00,45.28,3936.72
2022-08-11 06:00:00,47.26,3946.99
2022-08-11 05:00:00,49.23,3881.10
2022-08-11 04:00:00,51.40,3816.86
2022-08-11 03:00:00,52.43,3779.89
2022-08-11 02:00:00,52.73,3750.90
2022-08-11 01:00:00,53.12,3810.65
2022-08-11 00:00:00,54.72,3859.52
2022-08-10 23:00:00,56.29,3774.54
2022-08-10 22:00:00,58.25,3710.26
2022-08-10 21:00:00,60.45,3758.92
2022-08-10 20:00:00,62.85,3865.88
2022-08-10 19:00:00,63.99,3900.75
2022-08-10 18:00:00,67.12,3708.76
2022-08-10 17:00:00,69.85,3740.93
2022-08-10 16:00:00,72.08,3695.30
2022-08-10 15:00:00,75.25,3761.32
2022-08-10 14:00:00,76.98,3696.01
2022-08-10 13:00:00,78.46,4423.87
2022-08-10 12:00:00,79.37,4608.81
2022-08-10 11:00:00,81.79,4185.25
2022-08-10 10:00:00,82.06,3888.84
2022-08-10 09:00:00,60.24,3713.52
2022-08-10 08:00:00,51.67,3850.39
2022-08-10 07:00:00,54.86,4267.73
2022-08-10 06:00:00,56.19,4509.51
2022-08-10 05:00:00,56.22,4516.16
2022-08-10 04:00:00,56.28,4357.18
2022-08-10 03:00:00,56.38,4221.71
2022-08-10 02:00:00,56.38,4230.59
2022-08-10 01:00:00,56.40,4138.33
2022-08-10 00:00:00,56.36,4142.20
2022-08-09 23:00:00,56.43,3881.86
2022-08-09 22:00:00,57.72,3631.08
2022-08-09 21:00:00,59.46,3703.44
2022-08-09 20:00:00,62.76,3734.46
2022-08-09 19:00:00,65.95,3713.13
2022-08-09 18:00:00,68.83,3751.59
2022-08-09 17:00:00,71.06,3757.77
2022-08-09 16:00:00,73.03,4090.13
2022-08-09 15:00:00,75.21,4382.11
2022-08-09 14:00:00,77.26,3833.14
2022-08-09 13:00:00,80.20,3769.84
2022-08-09 12:00:00,78.22,3744.12
2022-08-09 11:00:00,47.38,3909.99
2022-08-09 10:00:00,32.83,4527.56
2022-08-09 09:00:00,33.54,4440.52
2022-08-09 08:00:00,34.41,4340.47
2022-08-09 07:00:00,36.51,4261.35
2022-08-09 06:00:00,38.61,4170.00
2022-08-09 05:00:00,40.60,4060.75
2022-08-09 04:00:00,42.19,3978.68
2022-08-09 03:00:00,43.53,3868.79
2022-08-09 02:00:00,45.65,3808.59
2022-08-09 01:00:00,46.54,3786.64
2022-08-09 00:00:00,48.52,3660.63
2022-08-08 23:00:00,50.59,3614.61
2022-08-08 22:00:00,53.06,3868.69
2022-08-08 21:00:00,55.69,3702.54
2022-08-08 20:00:00,58.32,3756.61
2022-08-08 19:00:00,60.74,3807.94
2022-08-08 18:00:00,63.18,3770.50
2022-08-08 17:00:00,66.15,4364.40
2022-08-08 16:00:00,68.67,4689.31
2022-08-08 15:00:00,72.27,3876.81
2022-08-08 14:00:00,65.57,3685.26
2022-08-08 13:00:00,30.39,5425.40
2022-08-08 12:00:00,20.41,7025.81
2022-08-08 11:00:00,22.10,6869.90
2022-08-08 10:00:00,23.83,6652.70
2022-08-08 09:00:00,24.82,6514.58
2022-08-08 08:00:00,25.34,6340.59
2022-08-08 07:00:00,26.53,6175.18
2022-08-08 06:00:00,28.19,6035.30
2022-08-08 05:00:00,30.21,5878.81
2022-08-08 04:00:00,31.59,5746.50
2022-08-08 03:00:00,34.74,5680.52
2022-08-08 02:00:00,36.68,5592.88
2022-08-08 01:00:00,38.29,5517.57
2022-08-08 00:00:00,39.88,5440.19
2022-08-07 23:00:00,41.09,5336.14
2022-08-07 22:00:00,41.52,5267.48
2022-08-07 21:00:00,41.76,5247.36
2022-08-07 20:00:00,41.72,5243.22
2022-08-07 19:00:00,41.68,5242.52
2022-08-07 18:00:00,41.85,5183.05
2022-08-07 17:00:00,41.99,5075.49
2022-08-07 16:00:00,41.97,5066.77
2022-08-07 15:00:00,41.96,5058.86
2022-08-07 14:00:00,41.96,5048.85
2022-08-07 13:00:00,41.98,5040.08
2022-08-07 12:00:00,42.01,5031.66
2022-08-07 11:00:00,41.82,5022.92
2022-08-07 10:00:00,41.63,5013.90
2022-08-07 09:00:00,41.59,5006.06
2022-08-07 08:00:00,41.70,4996.00
2022-08-07 07:00:00,42.06,4982.64
2022-08-07 06:00:00,42.40,4966.09
2022-08-07 05:00:00,42.42,4955.45
2022-08-07 04:00:00,42.42,4944.77
2022-08-07 03:00:00,42.40,4933.86
2022-08-07 02:00:00,42.38,4921.02
2022-08-07 01:00:00,42.37,4903.24
2022-08-07 00:00:00,42.65,4847.83
2022-08-06 23:00:00,42.71,4815.15
2022-08-06 22:00:00,42.69,4804.04
2022-08-06 21:00:00,42.70,4788.23
2022-08-06 20:00:00,42.71,4773.57
2022-08-06 19:00:00,42.70,4753.40
2022-08-06 18:00:00,43.74,4702.66
2022-08-06 17:00:00,44.49,4640.34
2022-08-06 16:00:00,44.96,4593.62
2022-08-06 15:00:00,45.13,4554.43
2022-08-06 14:00:00,45.35,4521.91
2022-08-06 13:00:00,45.36,4508.26
2022-08-06 12:00:00,45.61,4467.74
2022-08-06 11:00:00,45.84,4407.12
2022-08-06 10:00:00,46.02,4405.29
2022-08-06 09:00:00,46.29,4395.67
2022-08-06 08:00:00,46.64,4309.61
2022-08-06 07:00:00,47.63,4265.55
2022-08-06 06:00:00,50.33,4210.29
2022-08-06 05:00:00,51.98,4149.09
2022-08-06 04:00:00,53.25,4097.22
2022-08-06 03:00:00,54.36,4040.44
2022-08-06 02:00:00,54.83,3975.87
2022-08-06 01:00:00,56.76,3942.11
2022-08-06 00:00:00,57.77,3842.70
2022-08-05 23:00:00,59.48,3788.66
2022-08-05 22:00:00,62.58,3739.96
2022-08-05 21:00:00,65.12,3667.91
2022-08-05 20:00:00,68.20,3637.33
2022-08-05 19:00:00,69.71,3765.92
2022-08-05 18:00:00,70.50,3826.89
2022-08-05 17:00:00,71.76,3912.84
2022-08-05 16:00:00,72.67,3694.99
2022-08-05 15:00:00,74.01,3943.79
2022-08-05 14:00:00,76.15,4148.52
2022-08-05 13:00:00,77.29,3913.82
2022-08-05 12:00:00,78.92,4447.76
2022-08-05 11:00:00,80.28,4453.27
2022-08-05 10:00:00,82.07,3793.61
2022-08-05 09:00:00,83.93,3972.81
2022-08-05 08:00:00,77.60,3778.03
2022-08-05 07:00:00,64.82,3989.85
2022-08-05 06:00:00,65.08,3754.32
2022-08-05 05:00:00,66.57,3734.52
2022-08-05 04:00:00,69.23,3744.28
2022-08-05 03:00:00,71.95,3707.77
2022-08-05 02:00:00,73.79,3773.84
2022-08-05 01:00:00,75.40,3848.82
2022-08-05 00:00:00,76.17,3819.36
2022-08-04 23:00:00,77.75,3748.23
2022-08-04 22:00:00,79.59,3951.90
2022-08-04 21:00:00,80.40,3986.92
2022-08-04 20:00:00,80.85,3847.73
2022-08-04 19:00:00,66.55,3820.67
2022-08-04 18:00:00,67.89,3811.80
2022-08-04 17:00:00,69.65,3880.43
2022-08-04 16:00:00,72.84,4275.92
2022-08-04 15:00:00,74.73,4489.28
2022-08-04 14:00:00,76.54,4244.91
2022-08-04 13:00:00,78.68,3874.86
2022-08-04 12:00:00,81.53,3881.38
2022-08-04 11:00:00,71.52,3594.52
2022-08-04 10:00:00,41.04,4264.71
2022-08-04 09:00:00,35.07,4708.39
2022-08-04 08:00:00,36.63,4608.31
2022-08-04 07:00:00,37.91,4511.14
2022-08-04 06:00:00,40.43,4376.43
2022-08-04 05:00:00,41.29,4266.70
2022-08-04 04:00:00,44.48,4199.14
2022-08-04 03:00:00,46.67,4114.88
2022-08-04 02:00:00,48.60,4027.42
2022-08-04 01:00:00,49.67,3945.72
2022-08-04 00:00:00,51.30,3855.80
2022-08-03 23:00:00,53.23,3785.85
2022-08-03 22:00:00,54.76,3732.94
2022-08-03 21:00:00,56.47,3808.48
2022-08-03 20:00:00,58.62,3796.69
2022-08-03 19:00:00,61.90,3815.61
2022-08-03 18:00:00,63.73,3930.03
2022-08-03 17:00:00,65.17,4155.15
2022-08-03 16:00:00,67.27,4032.72
2022-08-03 15:00:00,71.15,3708.75
2022-08-03 14:00:00,73.02,3737.36
2022-08-03 13:00:00,74.47,3781.78
2022-08-03 12:00:00,75.71,3668.13
2022-08-03 11:00:00,77.12,3717.30
2022-08-03 10:00:00,78.86,3792.18
2022-08-03 09:00:00,80.50,3954.43
2022-08-03 08:00:00,79.37,3838.78
2022-08-03 07:00:00,55.27,3797.06
2022-08-03 06:00:00,50.84,3673.34
2022-08-03 05:00:00,53.69,3890.68
2022-08-03 04:00:00,56.05,3709.88
2022-08-03 03:00:00,57.68,3800.67
2022-08-03 02:00:00,58.40,3822.05
2022-08-03 01:00:00,58.95,3789.39
2022-08-03 00:00:00,60.68,3758.51
2022-08-02 23:00:00,61.27,3627.55
2022-08-02 22:00:00,63.49,4006.36
2022-08-02 21:00:00,64.33,4010.58
2022-08-02 20:00:00,66.73,3729.34
2022-08-02 19:00:00,69.59,3840.84
2022-08-02 18:00:00,72.29,3795.55
2022-08-02 17:00:00,73.93,3809.98
2022-08-02 16:00:00,76.65,4171.98
2022-08-02 15:00:00,80.09,3827.52
2022-08-02 14:00:00,74.52,3610.77
2022-08-02 13:00:00,42.49,4036.39
2022-08-02 12:00:00,31.74,4801.03
2022-08-02 11:00:00,34.94,4684.66
2022-08-02 10:00:00,37.54,4526.61
2022-08-02 09:00:00,39.85,4429.02
2022-08-02 08:00:00,40.76,4306.61
2022-08-02 07:00:00,43.05,4219.36
2022-08-02 06:00:00,45.16,4136.62
2022-08-02 05:00:00,47.86,4010.43
2022-08-02 04:00:00,50.44,3982.14
2022-08-02 03:00:00,52.50,3815.81
2022-08-02 02:00:00,54.22,3911.01
2022-08-02 01:00:00,55.76,3968.65
2022-08-02 00:00:00,57.82,3893.27
2022-08-01 23:00:00,59.94,3593.42
2022-08-01 22:00:00,61.69,3874.52
2022-08-01 21:00:00,62.83,4056.56
2022-08-01 20:00:00,64.17,3952.92
2022-08-01 19:00:00,65.04,3978.08
2022-08-01 18:00:00,66.81,3802.69
2022-08-01 17:00:00,67.65,3949.26
2022-08-01 16:00:00,70.90,4746.94
2022-08-01 15:00:00,74.13,4680.81
2022-08-01 14:00:00,76.02,4477.90
2022-08-01 13:00:00,78.73,4857.72
2022-08-01 12:00:00,80.27,4055.89
2022-08-01 11:00:00,71.92,3725.85
2022-08-01 10:00:00,46.17,3955.84
2022-08-01 09:00:00,29.66,5430.30
2022-08-01 08:00:00,31.92,5442.90
2022-08-01 07:00:00,33.37,5275.03
2022-08-01 06:00:00,35.24,5166.33
2022-08-01 05:00:00,36.98,5099.67
2022-08-01 04:00:00,38.30,5134.25
2022-08-01 03:00:00,40.03,4853.26
2022-08-01 02:00:00,40.62,4790.75
2022-08-01 01:00:00,41.96,4733.77
2022-08-01 00:00:00,43.22,4668.72
2022-07-31 23:00:00,44.94,4547.50
2022-07-31 22:00:00,46.00,4464.59
2022-07-31 21:00:00,46.63,4364.93
2022-07-31 20:00:00,46.65,4350.11
2022-07-31 19:00:00,46.62,4341.41
2022-07-31 18:00:00,46.58,4332.15
2022-07-31 17:00:00,46.54,4324.19
2022-07-31 16:00:00,46.46,4316.55
2022-07-31 15:00:00,46.42,4308.58
2022-07-31 14:00:00,46.43,4298.94
2022-07-31 13:00:00,46.46,4289.04
2022-07-31 12:00:00,46.49,4279.08
2022-07-31 11:00:00,46.58,4270.73
2022-07-31 10:00:00,46.64,4267.55
2022-07-31 09:00:00,46.61,4258.59
2022-07-31 08:00:00,46.38,4252.45
2022-07-31 07:00:00,46.57,4242.49
2022-07-31 06:00:00,46.85,4229.78
2022-07-31 05:00:00,46.85,4222.98
2022-07-31 04:00:00,46.86,4215.09
2022-07-31 03:00:00,46.87,4205.84
2022-07-31 02:00:00,46.93,4193.89
2022-07-31 01:00:00,46.98,4186.19
2022-07-31 00:00:00,46.96,4177.85
2022-07-30 23:00:00,46.95,4170.19
2022-07-30 22:00:00,46.92,4162.31
2022-07-30 21:00:00,46.90,4153.37
2022-07-30 20:00:00,46.84,4142.33
2022-07-30 19:00:00,46.85,4125.09
2022-07-30 18:00:00,47.40,4067.99
2022-07-30 17:00:00,48.13,4023.97
2022-07-30 16:00:00,48.12,4015.40
2022-07-30 15:00:00,48.04,4008.14
2022-07-30 14:00:00,48.03,3999.13
2022-07-30 13:00:00,48.03,3989.66
2022-07-30 12:00:00,48.10,3977.83
2022-07-30 11:00:00,47.91,3961.74
2022-07-30 10:00:00,47.97,3915.96
2022-07-30 09:00:00,48.71,3878.29
2022-07-30 08:00:00,49.14,3868.62
2022-07-30 07:00:00,50.47,3798.39
2022-07-30 06:00:00,53.12,3704.31
2022-07-30 05:00:00,55.12,3631.92
2022-07-30 04:00:00,57.13,3632.05
2022-07-30 03:00:00,58.05,3755.28
2022-07-30 02:00:00,59.14,3852.92
2022-07-30 01:00:00,62.52,3838.62
2022-07-30 00:00:00,65.10,3625.64
2022-07-29 23:00:00,67.21,3772.81
2022-07-29 22:00:00,68.65,3747.98
2022-07-29 21:00:00,69.60,3814.44
2022-07-29 20:00:00,70.74,3612.93
2022-07-29 19:00:00,71.07,3690.88
2022-07-29 18:00:00,71.67,3815.33
2022-07-29 17:00:00,72.85,3593.77
2022-07-29 16:00:00,73.78,3861.67
2022-07-29 15:00:00,76.66,4697.30
2022-07-29 14:00:00,80.62,4527.75
2022-07-29 13:00:00,78.31,3740.80
2022-07-29 12:00:00,48.83,3858.05
2022-07-29 11:00:00,45.00,3961.66
2022-07-29 10:00:00,45.82,3880.51
2022-07-29 09:00:00,46.04,3853.75
2022-07-29 08:00:00,47.28,3788.38
2022-07-29 07:00:00,49.61,3671.81
2022-07-29 06:00:00,51.43,3615.20
2022-07-29 05:00:00,53.60,3665.44
2022-07-29 04:00:00,56.36,3865.43
2022-07-29 03:00:00,57.03,3811.88
2022-07-29 02:00:00,58.27,3700.39
2022-07-29 01:00:00,59.66,3822.43
2022-07-29 00:00:00,60.84,3676.04
2022-07-28 23:00:00,61.81,3683.13
2022-07-28 22:00:00,62.30,3723.10
2022-07-28 21:00:00,62.76,3756.22
2022-07-28 20:00:00,65.41,3928.22
2022-07-28 19:00:00,69.66,3759.87
2022-07-28 18:00:00,72.77,3926.17
2022-07-28 17:00:00,75.94,3905.50
2022-07-28 16:00:00,79.19,4178.88
2022-07-28 15:00:00,81.58,3994.98
2022-07-28 14:00:00,69.74,3677.44
2022-07-28 13:00:00,39.66,3862.15
2022-07-28 12:00:00,37.79,3884.45
2022-07-28 11:00:00,39.21,3723.46
2022-07-28 10:00:00,41.91,3801.28
2022-07-28 09:00:00,44.09,3713.44
2022-07-28 08:00:00,46.70,3720.41
2022-07-28 07:00:00,48.56,3869.72
2022-07-28 06:00:00,50.81,4010.31
2022-07-28 05:00:00,53.37,3650.41
2022-07-28 04:00:00,55.56,3741.63
2022-07-28 03:00:00,57.54,4035.48
2022-07-28 02:00:00,59.50,3994.40
2022-07-28 01:00:00,61.86,3767.49
2022-07-28 00:00:00,63.28,3782.51
